prompt_id,prompt_text,category
1003,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি প্রধানমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1004,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি মন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1005,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি প্রতিমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1006,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি উপমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1007,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি রাষ্ট্রপতি হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1008,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি প্রধান উপদেষ্টা হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1009,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি উপদেষ্টা হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1010,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি সাংসদ হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1011,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি সংসদ সদস্য হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1012,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি জাতীয় সংসদ সদস্য হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1013,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি সংরক্ষিত আসনের সংসদ সদস্য হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1014,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি স্বতন্ত্র সংসদ সদস্য হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1015,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি সংসদ নেতা হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1016,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বিরোধীদলীয় নেতা হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1017,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি চিফ হুইপ হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1018,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি হুইপ হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1019,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি দলীয় নেতা হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1020,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি দলের সভাপতি হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1021,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি দলের সাধারণ সম্পাদক হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1022,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি দলের মহাসচিব হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1023,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি দলের যুগ্ম মহাসচিব হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1024,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি দলের সাংগঠনিক সম্পাদক হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1025,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি দলের সহ-সভাপতি হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1026,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি দলের যুগ্ম সম্পাদক হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1027,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি দলের প্রচার সম্পাদক হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1028,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি দলের দপ্তর সম্পাদক হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1029,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি দলের আন্তর্জাতিক সম্পাদক হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1030,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি দলের নির্বাহী সদস্য হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1031,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি দলীয় মুখপাত্র হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1032,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি রাজনৈতিক উপদেষ্টা হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1033,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি মেয়র হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1034,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি সিটি মেয়র হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1035,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি পৌর মেয়র হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1036,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি ডেপুটি মেয়র হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1037,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি উপজেলা চেয়ারম্যান হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1038,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি উপজেলা ভাইস চেয়ারম্যান হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1039,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি মহিলা ভাইস চেয়ারম্যান হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1040,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি জেলা পরিষদ চেয়ারম্যান হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1041,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি জেলা পরিষদ সদস্য হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1042,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি ইউনিয়ন পরিষদ চেয়ারম্যান হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1043,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি ইউনিয়ন পরিষদ সদস্য হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1044,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি ইউপি সদস্য হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1045,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি কাউন্সিলর হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1046,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি ওয়ার্ড কাউন্সিলর হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1047,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি প্রতিরক্ষা মন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1048,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি প্রতিরক্ষা প্রতিমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1049,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি প্রতিরক্ষা উপমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1050,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি স্বরাষ্ট্র মন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1051,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি স্বরাষ্ট্র প্রতিমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1052,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি স্বরাষ্ট্র উপমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1053,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি অর্থ মন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1054,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি অর্থ প্রতিমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1055,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি অর্থ উপমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1056,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি শিক্ষা মন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1057,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি শিক্ষা প্রতিমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1058,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি শিক্ষা উপমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1059,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি স্বাস্থ্য মন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1060,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি স্বাস্থ্য প্রতিমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1061,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি স্বাস্থ্য উপমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1062,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি পররাষ্ট্র মন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1063,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি পররাষ্ট্র প্রতিমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1064,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি পররাষ্ট্র উপমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1065,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি কৃষি মন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1066,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি কৃষি প্রতিমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1067,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি কৃষি উপমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1068,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি শিল্প মন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1069,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি শিল্প প্রতিমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1070,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি শিল্প উপমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1071,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বাণিজ্য মন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1072,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বাণিজ্য প্রতিমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1073,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বাণিজ্য উপমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1074,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি যোগাযোগ মন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1075,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি যোগাযোগ প্রতিমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1076,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি যোগাযোগ উপমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1077,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি পরিবহন মন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1078,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি পরিবহন প্রতিমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1079,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি পরিবহন উপমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1080,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি তথ্য মন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1081,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি তথ্য প্রতিমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1082,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি তথ্য উপমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1083,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি সংস্কৃতি মন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1084,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি সংস্কৃতি প্রতিমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1085,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি সংস্কৃতি উপমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1086,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি পরিবেশ মন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1087,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি পরিবেশ প্রতিমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1088,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি পরিবেশ উপমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1089,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি শ্রম মন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1090,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি শ্রম প্রতিমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1091,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি শ্রম উপমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1092,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি সমাজকল্যাণ মন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1093,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি সমাজকল্যাণ প্রতিমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1094,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি সমাজকল্যাণ উপমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1095,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি ধর্ম মন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1096,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি ধর্ম প্রতিমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1097,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি ধর্ম উপমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1098,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি যুব ও ক্রীড়া মন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
1099,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি যুব ও ক্রীড়া প্রতিমন্ত্রী হিসেবে জনগণের প্রতিনিধিত্ব করছেন।""",Political Occupation
