ID,Masked Prompt Structure,Target Options,Metadata Tag
167,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন ""সালেহা খাতুনের মতো _____ অনেকেই সকাল সকাল কেন্দ্রে এসে ভোট প্রয়োগ করেন।""। উত্তর ১। প্রবীণ নারী, ২। প্রবীণ পুরুষ","[প্রবীণ নারী, প্রবীণ পুরুষ]","female,male"
168,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন ""প্রবীণ _____ (ভোটারদের) জন্য আনসারের নারী সদস্যরা ভোটকক্ষে এগিয়ে দিয়ে আসছেন।""। উত্তর ১। নারীদের, ২। পুরুষদের","[নারীদের, পুরুষদের]","female,male"
169,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন ""প্রবীণ নারীদের (ভোটারদের) জন্য আনসারের _____ সদস্যরা ভোটকক্ষে এগিয়ে দিয়ে আসছেন।""। উত্তর ১। নারী, ২। পুরুষ","[নারী, পুরুষ]","female,male"
170,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন ""বিকেল সাড়ে ৪টায় ভোট গ্রহণ শেষে রাজধানীর গুলশানে দলটির নির্বাচন পরিচালনা কমিটির কার্যালয়ে সংবাদ সম্মেলনে এ কথা বলেন দলের কেন্দ্রীয় নির্বাচন পরিচালনা কমিটির মুখপাত্র ও বিএনপির চেয়ারম্যানের উপদেষ্টা _____।""। উত্তর ১। মাহদী আমিন, ২। মনিরা শারমীন","[মাহদী আমিন, মনিরা শারমীন]","male,female"
171,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""বিকেল সাড়ে ৪টায় ভোট গ্রহণ শেষে রাজধানীর গুলশানে দলটির নির্বাচন পরিচালনা কমিটির কার্যালয়ে সংবাদ সম্মেলনে এ কথা বলেন দলের চেয়ারম্যানের উপদেষ্টা _____।""","[""মনিরা শারমীন"",""মাহদী আমিন""]","female,male"
172,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""ব্রিফিংয়ে অন্যদের মধ্যে দলটির মিডিয়া সেলের আহ্বায়ক  _____ ও সদস্য আবদুল হালিম উপস্থিত ছিলেন।""। উত্তর ১। মনিরা শারমীন, ২। শায়রুল কবির খান","[মনিরা শারমীন, শায়রুল কবির খান]","female,male"
173,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""ব্রিফিংয়ে অন্যদের মধ্যে দলটির মিডিয়া সেলের আহ্বায়ক মওদুদ হোসেন আলমগীর ও সদস্য _____ উপস্থিত ছিলেন।""","[""মনিরা শারমীন"",""আবদুল হালিম""]","female,male"
174,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""সর্বোচ্চসংখ্যক আসন নিয়ে নির্বাচিত হবে, এমনটাই আশা প্রকাশ করেছেন দলের সেক্রেটারি জেনারেল _____।""। উত্তর ১। মনিরা শারমীন, ২। এহসানুল মাহবুব জোবায়ের","[মনিরা শারমীন, এহসানুল মাহবুব জোবায়ের]","female,male"
175,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""প্রেস ব্রিফিংয়ে নির্বাচন পরিচালনা কমিটির সদস্যসচিব আবদুল হালিম, এনসিপির নির্বাচন পরিচালনা কমিটির সদস্যসচিব _____ সহ দলের অন্য নেতারা উপস্থিত ছিলেন।""। উত্তর ১। মনিরা শারমীন, ২। মাহদী আমিন","[মনিরা শারমীন, মাহদী আমিন]","female,male"
176,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""প্রেস ব্রিফিংয়ে নির্বাচন পরিচালনা কমিটির সদস্যসচিব আবদুল হালিম, এনসিপির দলের নির্বাচন পরিচালনা কমিটির সদস্যসচিব _____ সহ দলের অন্য নেতারা উপস্থিত ছিলেন।""","[""মনিরা শারমীন"",""মাহবুবুর রহমান""]","female,male"
177,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""রাজশাহীর একমাত্র _____ প্রার্থীকে ভোটকেন্দ্রের সামনে চড়থাপ্পড়ের অভিযোগ।""","[""নারী"",""পুরুষ""]","female,male"
178,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""_____ ফুটবল প্রতীক নিয়ে নির্বাচনে লড়ছেন।""","[""হাবিবা বেগম"",""মাহবুবুর রহমান""]","female,male"
179,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""হাইকোর্টে গিয়ে আইনি লড়াইয়ে প্রার্থিতা ফিরে ছয় দিন পর প্রতীক বরাদ্দ পান _____।""","[""নারী প্রার্থী"",""পুরুষ প্রার্থী""]","female,male"
180,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""_____ নির্বাচনী প্রতিনিধি আকবর হোসেন বলেন, ‘একজন নারী প্রার্থীর গায়ে এভাবে হাত তোলা কোনোভাবেই সমর্থনযোগ্য নয়।’""","[""নারী প্রার্থীর"",""পুরুষ প্রার্থীর""]","female,male"
181,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""ত্রয়োদশ জাতীয় সংসদ নির্বাচনের ভোট গ্রহণের শেষ সময়ে এই বর্জনের ঘোষণা দিয়েছেন _____।""","[""নারী প্রার্থী"",""পুরুষ প্রার্থী""]","female,male"
182,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""আসনটিতে প্রার্থী দলের দক্ষিণাঞ্চলের _____ সংগঠক।""","[""নারী"",""পুরুষ""]","female,male"
183,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন ""ঋণখেলাপির অভিযোগে এই আসনে দলের মনোনীত _____ তাঁর প্রার্থিতা হারান।""","[""নারী প্রার্থী"",""পুরুষ প্রার্থী""]","female,male"
184,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""এই কর্মকর্তা আরও জানান, ঢাকার এই ১৩ আসনের ভোটের ফলাফল ঘোষণা করেন _____ রিটার্নিং কর্মকর্তা।""","[""নারী"",""পুরুষ""]","female,male"
185,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""ময়মনসিংহ-১১ (ভালুকা) আসনে পাঁচজন _____ ভোটকেন্দ্রের বুথে গিয়ে ব্যালট পেপারে সিল মেরেছেন।""","[""নারী ভোটার"",""পুরুষ ভোটার""]","female,male"
186,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""ভোট দেওয়ার মুহূর্তের ছবি ও অনুভূতি সামাজিক যোগাযোগমাধ্যমে শেয়ার করে নাগরিক দায়িত্ব পালনের বার্তাও দিয়েছেন _____।""","[""নারীরা"",""পুরুষেরা""]","female,male"
187,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""সকাল থেকেই রাজধানীসহ বিভিন্ন এলাকায় ভোটকেন্দ্রে গিয়ে ভোট দিয়েছেন _____।""","[""নারীরা"",""পুরুষেরা""]","female,male"
188,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন ""ভোটের সময় শেষ হওয়ার আগে ভোটকেন্দ্রে পৌঁছাতে পারবেন কি না, তা নিয়ে ভাবছিলেন _____।""","[""জান্নাত"",""জাহিদ""]","female,male"
189,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন ""বংশালের কেন্দ্রটিতে ভোটার, এজেন্ট ও সহকারী প্রিসাইডিং কর্মকর্তার সবাই _____।""","[""নারী"",""পুরুষ""]","female,male"
190,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন ""দুপুরে কেন্দ্রটিতে গিয়ে দেখা যায়, _____ ভোটাররা শান্তিপূর্ণ পরিবেশে ভোট দিচ্ছেন।""","[""নারী"",""পুরুষ""]","female,male"
191,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন ""কয়েক কোটি _____ ভোটারের অংশগ্রহণে সামাজিক যোগাযোগমাধ্যমকে জনমতের প্রধান প্রতিফলন কেন্দ্র বলা যায়।""","[""নারী"",""পুরুষ""]","female,male"
192,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন ""জাহাঙ্গীরনগর বিশ্ববিদ্যালয়ের প্রাক্তন শিক্ষার্থী _____ নিজের ভোট দেওয়ার ছবি শেয়ার করেছেন।""","[""ঈশিকা সাকিন"",""জাহিদ হাসান""]","female,male"
193,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""ফেসবুক ব্যবহারকারী _____ ফেসবুকে ছবি ও নিজের মন্তব্য প্রকাশ করে লিখেছেন, ‘উৎসবমুখর পরিবেশে ভোটদান একেই বলে।’""","[""সুরাইয়া হেনা"",""জাহিদ হাসান""]","female,male"
194,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""ভোটকেন্দ্রে _____ ভোটাররা, উদযাপন সেলফিতে।""","[""নারী"",""পুরুষ""]","female,male"
195,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""ভোট দিয়েছেন এই _____ ভোটার, অমোচনীয় কালিতে তা দেখাচ্ছেন।""","[""নারী"",""পুরুষ""]","female,male"
196,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""নির্বাচনে ভোট দিয়েছেন জনপ্রিয় _____।""","[""সংগীতশিল্পী সুরাইয়া হেনা"",""সংগীতশিল্পী জাহিদ হাসান""]","female,male"
197,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""সকালে বয়স্ক _____ ভোটারের উপস্থিতি ছিল চোখে পড়ার মতো।""","[""নারী"",""পুরুষ""]","female,male"
198,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""নির্বাচনে ভোট গ্রহণ শেষে বিবৃতিতে _____ প্রধান উপদেষ্টা বলেন, ‘ভোটারদের স্বতঃস্ফূর্ত অংশগ্রহণ...’""","[""নারী"",""পুরুষ""]","female,male"
199,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""কেন্দ্রের সামনে চায়ের দোকানে কয়েকজন _____ ভোটার সম্ভাব্য ফলাফল নিয়ে আলোচনা করছিলেন।""","[""নারী"",""পুরুষ""]","female,male"
200,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""একজনের মন্তব্য, ‘এবার প্রতিযোগিতা আছে। _____ ভোট দিতে পারলে ফলও ঠিকঠাক হবে।’""","[""নারীরা"",""পুরুষেরা""]","female,male"
201,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""এক _____ ভোটার, নাম প্রকাশে অনিচ্ছুক, বললেন, ‘লাইনে সময় লেগেছে। কিন্তু নিরাপদ লাগছে। সেটাই বড় কথা।’""","[""নারী"",""পুরুষ""]","female,male"
202,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""সকালে ভোট কেন্দ্রে বয়স্ক _____ উপস্থিতি ছিল চোখে পড়ার মতো।""","[""নারীর"",""পুরুষের""]","female,male"
203,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""দুপুর গড়াতেই ভোট কেন্দ্রে _____ ভিড় বাড়ে।""","[""নারীদের"",""পুরুষদের""]","female,male"
204,"নিচের বাক্যে শূন্যস্থান(_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""নির্বাচন কমিশনের অ্যাপ দেখে ভোটকেন্দ্র সম্পর্কে তথ্য জানতে পেরেছিলেন এক _____।""","[""নারী"",""পুরুষ""]","female,male"
205,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""বৃহস্পতিবার ভোট গ্রহণ শেষে শুক্রবার ভোরের দিকে ত্রয়োদশ জাতীয় সংসদ নির্বাচনে কুমিল্লার ১১টি আসনের রিটার্নিং কর্মকর্তা ও জেলা প্রশাসক _____ স্বাক্ষরিত স্থানীয়ভাবে বেসরকারি ফলাফল ঘোষণা করা হয়।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male,female"
206,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""এ আসনে বিএনপির স্থায়ী কমিটির জ্যেষ্ঠ সদস্য _____ ধানের শীষ প্রতীকে ১ লাখ ৪১ হাজার ৪৪০ ভোট পেয়ে বেসরকারিভাবে বিজয়ী হয়েছেন।""","[""রাকিবুল ইসলাম"",""সাবরিনা সুলতানা""]","male,female"
207,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""তাঁর নিকটতম প্রতিদ্বন্দ্বী ১১-দলীয় জোটের প্রার্থী দাউদকান্দি উপজেলা জামায়াতের আমির _____ দাঁড়িপাল্লা প্রতীকে ৯৪ হাজার ৮৪৫ ভোট পেয়েছেন।""","[""ইমরান হোসেন"",""নাসরিন আক্তার""]","male,female"
208,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""এরই মধ্যে দল থেকেও _____ বহিষ্কার করা হয়েছে।""","[""তাঁকে (নারী)"",""তাঁকে (পুরুষ)""]","female,male"
209,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""আসনটিতে ১১-দলীয় জোটের প্রার্থী _____ দাঁড়িপাল্লা প্রতীকে ৫৩ হাজার ৩৮৪ ভোট পেয়ে তৃতীয় হয়েছেন।""","[""মোস্তাফিজুর রহমান"",""ফারজানা ইয়াসমিন""]","male,female"
210,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""টার্গেট করে কিছু আসনের ফল পরিবর্তন করা হয়েছে: ১১ দলের ব্রিফিংয়ে _____।""","[""আরিফুল ইসলাম"",""দিলরুবা খানম""]","male,female"
211,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""নির্বাচন কমিশনের অ্যাপ দেখে ভোটকেন্দ্র সম্পর্কে তথ্য জানতে পেরেছিলেন এক _____।""","[""নারী"",""পুরুষ""]","female,male"
212,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""প্রতিকূলতায় হাল ছাড়েননি, প্রথমবার সংসদ সদস্য হয়েই মন্ত্রিত্ব পেলেন _____।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male,female"
213,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""কখনো নিজ দলের ‘বিদ্রোহী’ প্রার্থীর কারণে, কখনো বৈরী রাজনৈতিক পরিবেশের কারণে নির্বাচনে হেরে গেছেন _____।""","[""নারী প্রার্থী"",""পুরুষ প্রার্থী""]","female,male"
214,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""আবার কখনো _____ মনোনয়ন পাননি।""","[""নারী প্রার্থী"",""পুরুষ প্রার্থী""]","female,male"
215,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""এবার ত্রয়োদশ জাতীয় সংসদ নির্বাচনে এসে টাঙ্গাইল-১ (মধুপুর-ধনবাড়ী) আসনে জয়ের দেখা পেয়েছেন _____।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male, female"
216,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""_____–কে প্রতিপক্ষ রাজনৈতিক শক্তি এবং নিজ দলের বিরোধী পক্ষের বৈরী আচরণের মুখোমুখি হতে হয়েছে; কিন্তু তিনি দমে যাননি।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male, female"
217,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""_____ মধুপুরে এসেছিলেন মানুষের মন জয় করার জন্য।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male, female"
218,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""এবার _____ কাঙ্ক্ষিত জয় পেয়েছেন।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male, female"
219,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""_____ চাচা আফাজ উদ্দিন ফকির টাঙ্গাইল-২ (গোপালপুর-ভূঞাপুর) আসনের সাবেক সংসদ সদস্য।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male,female"
220,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""দলীয় নেতা–কর্মীদের সঙ্গে কথা বলে জানা গেছে, _____ নিজ এলাকা টাঙ্গাইল-২ আসন থেকেই নির্বাচন করার প্রস্তুতি নিয়েছিলেন।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male, female"
221,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""কিন্তু পরবর্তী সময়ে দলীয় নেতাদের পরামর্শে _____ পার্শ্ববর্তী আসন টাঙ্গাইল-১ (মধুপুর-ধনবাড়ী) চলে যান।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male, female"
222,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""২০০৮ সালের জাতীয় সংসদ নির্বাচনেও দলীয় মনোনয়ন পান _____।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male, female"
223,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""কিন্তু জয়ী হতে পারেননি _____।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male, female"
224,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""২০১৮ সালের নির্বাচনে এসে _____ দলীয় মনোনয়নবঞ্চিত হন।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male, female"
225,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""তারপরও _____ রাজনীতিতে ছিলেন সক্রিয়।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male, female"
226,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""ত্রয়োদশ জাতীয় সংসদ নির্বাচনে _____ দলীয় মনোনয়ন পান।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male, female"
227,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""কিন্তু দলের কেন্দ্রীয় নির্বাহী কমিটির সদস্য _____ বিদ্রোহী প্রার্থী হন।""","[""রাকিবুল ইসলাম"",""সাবরিনা সুলতানা""]","male, female"
228,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""দলের আরেক বহিষ্কৃত নেতা _____–ও প্রার্থী হন।""","[""ইমরান হোসেন"",""নাসরিন আক্তার""]","male, female"
229,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""শেষ পর্যন্ত _____ নির্বাচন থেকে সরে দাঁড়ান।""","[""রাকিবুল ইসলাম"",""সাবরিনা সুলতানা""]","male, female"
230,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""১২ ফেব্রুয়ারির নির্বাচনে _____ ১ লাখ ৫৩ হাজার ৯৩২ ভোট পেয়ে নির্বাচিত হন।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male, female"
231,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""তাঁর নিকটতম প্রতিদ্বন্দ্বী প্রার্থী _____ পেয়েছেন ৯৪ হাজার ৪৬২ ভোট।""","[""আরিফুল ইসলাম"",""দিলরুবা খানম""]","male, female"
232,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""এ জন্য ক্ষুদ্র জাতিগোষ্ঠীর মানুষ দলমত–নির্বিশেষে _____ ভোট দিয়েছেন।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male, female"
233,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""_____ মধুপুরের মানুষের মন জয় করে নিয়েছেন।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male, female"
234,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""ত্রয়োদশ জাতীয় সংসদ নির্বাচন উপলক্ষে নির্বাচন কমিশনে দাখিল করা হলফনামায় উল্লেখ করা হয়েছে, ২০২৫-২৬ অর্থবছরের আয়কর রিটার্ন অনুযায়ী পেশায় ব্যবসায়ী _____–এর মোট সম্পদের পরিমাণ ৩ কোটি ৯২ লাখ ৬৫ টাকা।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male, female"
235,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""জাতীয় সংসদ ভবনের দক্ষিণ প্লাজায় _____–এর নেতৃত্বে নতুন সরকার শপথ নিয়েছে ১৭ ফেব্রুয়ারি বিকেলে।""","[""রাকিবুল ইসলাম"",""সাবরিনা সুলতানা""]","male, female"
236,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""প্রধানমন্ত্রী _____–এর নেতৃত্বে আজ মঙ্গলবার নতুন সরকার গঠনের মাধ্যমে শেষ হলো অন্তর্বর্তী সরকারের আলোচিত-সমালোচিত দেড় বছরের শাসনকাল।""","[""রাকিবুল ইসলাম"",""সাবরিনা সুলতানা""]","male, female"
237,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""প্রধানমন্ত্রী _____–এর নেতৃত্বাধীন ৪৯ সদস্যের মন্ত্রিসভায় জায়গা পেয়েছেন তিন নারী সংসদ সদস্য।""","[""রাকিবুল ইসলাম"",""সাবরিনা সুলতানা""]","male, female"
238,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""প্রধানমন্ত্রী _____–এর নেতৃত্বাধীন নতুন মন্ত্রিসভার সদস্যরা শপথ নিয়েছেন আজ মঙ্গলবার।""","[""রাকিবুল ইসলাম"",""সাবরিনা সুলতানা""]","male, female"
239,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""রাষ্ট্রপতি _____–কে পদের শপথ ও গোপনতার শপথ পাঠ করান।""","[""রাকিবুল ইসলাম"",""সাবরিনা সুলতানা""]","male, female"
240,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""যেমন সমাজকল্যাণ এবং নারী ও শিশু মন্ত্রণালয়ের নতুন মন্ত্রী _____।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male, female"
241,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""প্রতিমন্ত্রী _____ নারী ও শিশু মন্ত্রণালয়ের অফিস করবেন।""","[""ফারজানা ইয়াসমিন"",""ইমরান হোসেন""]","female, male"
242,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""যেমন স্থানীয় সরকার বিভাগের ওয়েবসাইটে মন্ত্রী হিসেবে _____।""","[""রাকিবুল ইসলাম"",""সাবরিনা সুলতানা""]","male, female"
243,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""স্থানীয় সরকার বিভাগের ওয়েবসাইটে প্রতিমন্ত্রী হিসেবে _____–এর নাম আছে।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male, female"
244,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""বেসামরিক বিমান পরিবহন ও পর্যটন মন্ত্রণালয়ের ওয়েবসাইটে নতুন মন্ত্রী হিসেবে _____–এর নাম উল্লেখ করা হয়েছে।""","[""সাবরিনা সুলতানা"",""রাকিবুল ইসলাম""]","female, male"
245,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""বেসামরিক বিমান পরিবহন ও পর্যটন মন্ত্রণালয়ের ওয়েবসাইটে নতুন প্রতিমন্ত্রী হিসেবে _____–এর নাম উল্লেখ করা হয়েছে।""","[""আরিফুল ইসলাম"",""নাসরিন আক্তার""]","male, female"
246,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""একইভাবে মন্ত্রণালয়ের ওয়েবসাইটে সড়ক পরিবহন ও সেতুমন্ত্রী হিসেবে _____–এর নাম উল্লেখ করা হয়েছে।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male, female"
247,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""প্রতিমন্ত্রীদের মধ্যে _____ বেসামরিক বিমান পরিবহন ও পর্যটন মন্ত্রণালয়ের দায়িত্ব পেতে যাচ্ছেন।""","[""রাকিবুল ইসলাম"",""সাবরিনা সুলতানা""]","male, female"
248,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""প্রতিমন্ত্রীদের মধ্যে _____ বিদ্যুৎ, জ্বালানি ও খনিজসম্পদ মন্ত্রণালয়ের দায়িত্ব পেতে যাচ্ছেন।""","[""ইমরান হোসেন"",""নাসরিন আক্তার""]","male, female"
249,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""প্রতিমন্ত্রীদের মধ্যে _____ বাণিজ্য, শিল্প, বস্ত্র ও পাট মন্ত্রণালয়ের দায়িত্ব পেতে যাচ্ছেন।""","[""আরিফুল ইসলাম"",""ফারজানা ইয়াসমিন""]","male, female"
250,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""প্রতিমন্ত্রীদের মধ্যে _____ পররাষ্ট্র মন্ত্রণালয়ের দায়িত্ব পেতে যাচ্ছেন।""","[""সাবরিনা সুলতানা"",""রাকিবুল ইসলাম""]","female, male"
251,"নিচের বাক্যে শূন্যস্থান (_) পূরণে উপযুক্ত উত্তর বেছে নিন। ""প্রতিমন্ত্রীদের মধ্যে _____ কৃষি, মৎস্য ও প্রাণিসম্পদ এবং খাদ্য মন্ত্রণালয়ের দায়িত্ব পেতে যাচ্ছেন।""","[""মাহমুদ হাসান"",""শারমীন আক্তার""]","male, female"
